=== Chai Coherence Study ===
Host: 192-222-50-185
Date: Thu Jan 22 14:59:18 UTC 2026
GPU: NVIDIA GH200 480GB
CUDA: 
Threads: 1 4 16 32 64
GPU Blocks: 8 16 32 64
Partitions: 0.0 0.1 0.25 0.5 0.75 0.9 1.0
Warmup: 5, Reps: 20

=== Running BS (with partition + GPU blocks sweep) ===
  BS: threads=1, gpu_blocks=8, partition=0.0
  PAD: threads=16, gpu_blocks=32, partition=0.25
  PAD: threads=16, gpu_blocks=32, partition=0.5
  PAD: threads=16, gpu_blocks=32, partition=0.75
  PAD: threads=16, gpu_blocks=32, partition=0.9
  PAD: threads=16, gpu_blocks=32, partition=1.0
  PAD: threads=16, gpu_blocks=64, partition=0.0
  PAD: threads=16, gpu_blocks=64, partition=0.1
  PAD: threads=16, gpu_blocks=64, partition=0.25
  PAD: threads=16, gpu_blocks=64, partition=0.5
  PAD: threads=16, gpu_blocks=64, partition=0.75
  PAD: threads=16, gpu_blocks=64, partition=0.9
  PAD: threads=16, gpu_blocks=64, partition=1.0
  PAD: threads=32, gpu_blocks=8, partition=0.0
  PAD: threads=32, gpu_blocks=8, partition=0.1
  PAD: threads=32, gpu_blocks=8, partition=0.25
  PAD: threads=32, gpu_blocks=8, partition=0.5
  PAD: threads=32, gpu_blocks=8, partition=0.75
  PAD: threads=32, gpu_blocks=8, partition=0.9
  PAD: threads=32, gpu_blocks=8, partition=1.0
  PAD: threads=32, gpu_blocks=16, partition=0.0
  PAD: threads=32, gpu_blocks=16, partition=0.1
  PAD: threads=32, gpu_blocks=16, partition=0.25
  PAD: threads=32, gpu_blocks=16, partition=0.5
  PAD: threads=32, gpu_blocks=16, partition=0.75
  PAD: threads=32, gpu_blocks=16, partition=0.9
  PAD: threads=32, gpu_blocks=16, partition=1.0
  PAD: threads=32, gpu_blocks=32, partition=0.0
  PAD: threads=32, gpu_blocks=32, partition=0.1
  PAD: threads=32, gpu_blocks=32, partition=0.25
  PAD: threads=32, gpu_blocks=32, partition=0.5
  PAD: threads=32, gpu_blocks=32, partition=0.75
  PAD: threads=32, gpu_blocks=32, partition=0.9
  PAD: threads=32, gpu_blocks=32, partition=1.0
  PAD: threads=32, gpu_blocks=64, partition=0.0
  PAD: threads=32, gpu_blocks=64, partition=0.1
  PAD: threads=32, gpu_blocks=64, partition=0.25
  PAD: threads=32, gpu_blocks=64, partition=0.5
  PAD: threads=32, gpu_blocks=64, partition=0.75
  PAD: threads=32, gpu_blocks=64, partition=0.9
  PAD: threads=32, gpu_blocks=64, partition=1.0
  PAD: threads=64, gpu_blocks=8, partition=0.0
  PAD: threads=64, gpu_blocks=8, partition=0.1
  PAD: threads=64, gpu_blocks=8, partition=0.25
  PAD: threads=64, gpu_blocks=8, partition=0.5
  PAD: threads=64, gpu_blocks=8, partition=0.75
  PAD: threads=64, gpu_blocks=8, partition=0.9
  PAD: threads=64, gpu_blocks=8, partition=1.0
  PAD: threads=64, gpu_blocks=16, partition=0.0
  PAD: threads=64, gpu_blocks=16, partition=0.1
  PAD: threads=64, gpu_blocks=16, partition=0.25
  PAD: threads=64, gpu_blocks=16, partition=0.5
  PAD: threads=64, gpu_blocks=16, partition=0.75
  PAD: threads=64, gpu_blocks=16, partition=0.9
  PAD: threads=64, gpu_blocks=16, partition=1.0
  PAD: threads=64, gpu_blocks=32, partition=0.0
  PAD: threads=64, gpu_blocks=32, partition=0.1
  PAD: threads=64, gpu_blocks=32, partition=0.25
  PAD: threads=64, gpu_blocks=32, partition=0.5
  PAD: threads=64, gpu_blocks=32, partition=0.75
  PAD: threads=64, gpu_blocks=32, partition=0.9
  PAD: threads=64, gpu_blocks=32, partition=1.0
  PAD: threads=64, gpu_blocks=64, partition=0.0
  PAD: threads=64, gpu_blocks=64, partition=0.1
  PAD: threads=64, gpu_blocks=64, partition=0.25
  PAD: threads=64, gpu_blocks=64, partition=0.5
  PAD: threads=64, gpu_blocks=64, partition=0.75
  PAD: threads=64, gpu_blocks=64, partition=0.9
  PAD: threads=64, gpu_blocks=64, partition=1.0
  Results saved to results_192-222-50-185_20260122_145918/PAD_results.csv
=== Running RSCD (with partition + GPU blocks sweep) ===
  RSCD: threads=1, gpu_blocks=8, partition=0.0
  RSCD: threads=1, gpu_blocks=8, partition=0.1
  RSCD: threads=1, gpu_blocks=8, partition=0.25
  RSCD: threads=1, gpu_blocks=8, partition=0.5
  RSCD: threads=1, gpu_blocks=8, partition=0.75
  RSCD: threads=1, gpu_blocks=8, partition=0.9
  RSCD: threads=1, gpu_blocks=8, partition=1.0
  RSCD: threads=1, gpu_blocks=16, partition=0.0
  RSCD: threads=1, gpu_blocks=16, partition=0.1
  RSCD: threads=1, gpu_blocks=16, partition=0.25
  RSCD: threads=1, gpu_blocks=16, partition=0.5
  RSCD: threads=1, gpu_blocks=16, partition=0.75
  RSCD: threads=1, gpu_blocks=16, partition=0.9
  RSCD: threads=1, gpu_blocks=16, partition=1.0
  RSCD: threads=1, gpu_blocks=32, partition=0.0
  RSCD: threads=1, gpu_blocks=32, partition=0.1
  RSCD: threads=1, gpu_blocks=32, partition=0.25
  RSCD: threads=1, gpu_blocks=32, partition=0.5
  RSCD: threads=1, gpu_blocks=32, partition=0.75
  RSCD: threads=1, gpu_blocks=32, partition=0.9
  RSCD: threads=1, gpu_blocks=32, partition=1.0
  RSCD: threads=1, gpu_blocks=64, partition=0.0
  RSCD: threads=1, gpu_blocks=64, partition=0.1
  RSCD: threads=1, gpu_blocks=64, partition=0.25
  RSCD: threads=1, gpu_blocks=64, partition=0.5
  RSCD: threads=1, gpu_blocks=64, partition=0.75
  RSCD: threads=1, gpu_blocks=64, partition=0.9
  RSCD: threads=1, gpu_blocks=64, partition=1.0
  RSCD: threads=4, gpu_blocks=8, partition=0.0
  RSCD: threads=4, gpu_blocks=8, partition=0.1
  RSCD: threads=4, gpu_blocks=8, partition=0.25
  RSCD: threads=4, gpu_blocks=8, partition=0.5
  RSCD: threads=4, gpu_blocks=8, partition=0.75
  RSCD: threads=4, gpu_blocks=8, partition=0.9
  RSCD: threads=4, gpu_blocks=8, partition=1.0
  RSCD: threads=4, gpu_blocks=16, partition=0.0
  RSCD: threads=4, gpu_blocks=16, partition=0.1
  RSCD: threads=4, gpu_blocks=16, partition=0.25
  RSCD: threads=4, gpu_blocks=16, partition=0.5
  RSCD: threads=4, gpu_blocks=16, partition=0.75
  RSCD: threads=4, gpu_blocks=16, partition=0.9
  RSCD: threads=4, gpu_blocks=16, partition=1.0
  RSCD: threads=4, gpu_blocks=32, partition=0.0
  RSCD: threads=4, gpu_blocks=32, partition=0.1
  RSCD: threads=4, gpu_blocks=32, partition=0.25
  RSCD: threads=4, gpu_blocks=32, partition=0.5
  RSCD: threads=4, gpu_blocks=32, partition=0.75
  RSCD: threads=4, gpu_blocks=32, partition=0.9
  RSCD: threads=4, gpu_blocks=32, partition=1.0
  RSCD: threads=4, gpu_blocks=64, partition=0.0
  RSCD: threads=4, gpu_blocks=64, partition=0.1
  RSCD: threads=4, gpu_blocks=64, partition=0.25
  RSCD: threads=4, gpu_blocks=64, partition=0.5
  RSCD: threads=4, gpu_blocks=64, partition=0.75
  RSCD: threads=4, gpu_blocks=64, partition=0.9
  RSCD: threads=4, gpu_blocks=64, partition=1.0
  RSCD: threads=16, gpu_blocks=8, partition=0.0
  RSCD: threads=16, gpu_blocks=8, partition=0.1
  RSCD: threads=16, gpu_blocks=8, partition=0.25
  RSCD: threads=16, gpu_blocks=8, partition=0.5
  RSCD: threads=16, gpu_blocks=8, partition=0.75
  RSCD: threads=16, gpu_blocks=8, partition=0.9
  RSCD: threads=16, gpu_blocks=8, partition=1.0
  RSCD: threads=16, gpu_blocks=16, partition=0.0
  RSCD: threads=16, gpu_blocks=16, partition=0.1
  RSCD: threads=16, gpu_blocks=16, partition=0.25
  RSCD: threads=16, gpu_blocks=16, partition=0.5
  RSCD: threads=16, gpu_blocks=16, partition=0.75
  RSCD: threads=16, gpu_blocks=16, partition=0.9
  RSCD: threads=16, gpu_blocks=16, partition=1.0
  RSCD: threads=16, gpu_blocks=32, partition=0.0
  RSCD: threads=16, gpu_blocks=32, partition=0.1
  RSCD: threads=16, gpu_blocks=32, partition=0.25
  RSCD: threads=16, gpu_blocks=32, partition=0.5
  RSCD: threads=16, gpu_blocks=32, partition=0.75
  RSCD: threads=16, gpu_blocks=32, partition=0.9
  RSCD: threads=16, gpu_blocks=32, partition=1.0
  RSCD: threads=16, gpu_blocks=64, partition=0.0
  RSCD: threads=16, gpu_blocks=64, partition=0.1
  RSCD: threads=16, gpu_blocks=64, partition=0.25
  RSCD: threads=16, gpu_blocks=64, partition=0.5
  RSCD: threads=16, gpu_blocks=64, partition=0.75
  RSCD: threads=16, gpu_blocks=64, partition=0.9
  RSCD: threads=16, gpu_blocks=64, partition=1.0
  RSCD: threads=32, gpu_blocks=8, partition=0.0
  RSCD: threads=32, gpu_blocks=8, partition=0.1
  RSCD: threads=32, gpu_blocks=8, partition=0.25
  RSCD: threads=32, gpu_blocks=8, partition=0.5
  RSCD: threads=32, gpu_blocks=8, partition=0.75
  RSCD: threads=32, gpu_blocks=8, partition=0.9
  RSCD: threads=32, gpu_blocks=8, partition=1.0
  RSCD: threads=32, gpu_blocks=16, partition=0.0
  RSCD: threads=32, gpu_blocks=16, partition=0.1
  RSCD: threads=32, gpu_blocks=16, partition=0.25
  RSCD: threads=32, gpu_blocks=16, partition=0.5
  RSCD: threads=32, gpu_blocks=16, partition=0.75
  RSCD: threads=32, gpu_blocks=16, partition=0.9
  RSCD: threads=32, gpu_blocks=16, partition=1.0
  RSCD: threads=32, gpu_blocks=32, partition=0.0
  RSCD: threads=32, gpu_blocks=32, partition=0.1
  RSCD: threads=32, gpu_blocks=32, partition=0.25
  RSCD: threads=32, gpu_blocks=32, partition=0.5
  RSCD: threads=32, gpu_blocks=32, partition=0.75
  RSCD: threads=32, gpu_blocks=32, partition=0.9
  RSCD: threads=32, gpu_blocks=32, partition=1.0
  RSCD: threads=32, gpu_blocks=64, partition=0.0
  RSCD: threads=32, gpu_blocks=64, partition=0.1
  RSCD: threads=32, gpu_blocks=64, partition=0.25
  RSCD: threads=32, gpu_blocks=64, partition=0.5
  RSCD: threads=32, gpu_blocks=64, partition=0.75
  RSCD: threads=32, gpu_blocks=64, partition=0.9
  RSCD: threads=32, gpu_blocks=64, partition=1.0
  RSCD: threads=64, gpu_blocks=8, partition=0.0
  RSCD: threads=64, gpu_blocks=8, partition=0.1
  RSCD: threads=64, gpu_blocks=8, partition=0.25
  RSCD: threads=64, gpu_blocks=8, partition=0.5
  RSCD: threads=64, gpu_blocks=8, partition=0.75
  RSCD: threads=64, gpu_blocks=8, partition=0.9
  RSCD: threads=64, gpu_blocks=8, partition=1.0
  RSCD: threads=64, gpu_blocks=16, partition=0.0
  RSCD: threads=64, gpu_blocks=16, partition=0.1
  RSCD: threads=64, gpu_blocks=16, partition=0.25
  RSCD: threads=64, gpu_blocks=16, partition=0.5
  RSCD: threads=64, gpu_blocks=16, partition=0.75
  RSCD: threads=64, gpu_blocks=16, partition=0.9
  RSCD: threads=64, gpu_blocks=16, partition=1.0
  RSCD: threads=64, gpu_blocks=32, partition=0.0
  RSCD: threads=64, gpu_blocks=32, partition=0.1
  RSCD: threads=64, gpu_blocks=32, partition=0.25
  RSCD: threads=64, gpu_blocks=32, partition=0.5
  RSCD: threads=64, gpu_blocks=32, partition=0.75
  RSCD: threads=64, gpu_blocks=32, partition=0.9
  RSCD: threads=64, gpu_blocks=32, partition=1.0
  RSCD: threads=64, gpu_blocks=64, partition=0.0
  RSCD: threads=64, gpu_blocks=64, partition=0.1
  RSCD: threads=64, gpu_blocks=64, partition=0.25
  RSCD: threads=64, gpu_blocks=64, partition=0.5
  RSCD: threads=64, gpu_blocks=64, partition=0.75
  RSCD: threads=64, gpu_blocks=64, partition=0.9
  RSCD: threads=64, gpu_blocks=64, partition=1.0
  Results saved to results_192-222-50-185_20260122_145918/RSCD_results.csv
=== Running SC (with partition + GPU blocks sweep) ===
  SC: threads=1, gpu_blocks=8, partition=0.0
  SC: threads=1, gpu_blocks=8, partition=0.1
  SC: threads=1, gpu_blocks=8, partition=0.25
  SC: threads=1, gpu_blocks=8, partition=0.5
  SC: threads=1, gpu_blocks=8, partition=0.75
  SC: threads=1, gpu_blocks=8, partition=0.9
  SC: threads=1, gpu_blocks=8, partition=1.0
  SC: threads=1, gpu_blocks=16, partition=0.0
  SC: threads=1, gpu_blocks=16, partition=0.1
  SC: threads=1, gpu_blocks=16, partition=0.25
  SC: threads=1, gpu_blocks=16, partition=0.5
  SC: threads=1, gpu_blocks=16, partition=0.75
  SC: threads=1, gpu_blocks=16, partition=0.9
  SC: threads=1, gpu_blocks=16, partition=1.0
  SC: threads=1, gpu_blocks=32, partition=0.0
  SC: threads=1, gpu_blocks=32, partition=0.1
  SC: threads=1, gpu_blocks=32, partition=0.25
  SC: threads=1, gpu_blocks=32, partition=0.5
  SC: threads=1, gpu_blocks=32, partition=0.75
  SC: threads=1, gpu_blocks=32, partition=0.9
  SC: threads=1, gpu_blocks=32, partition=1.0
  SC: threads=1, gpu_blocks=64, partition=0.0
  SC: threads=1, gpu_blocks=64, partition=0.1
  SC: threads=1, gpu_blocks=64, partition=0.25
  SC: threads=1, gpu_blocks=64, partition=0.5
  SC: threads=1, gpu_blocks=64, partition=0.75
  SC: threads=1, gpu_blocks=64, partition=0.9
  SC: threads=1, gpu_blocks=64, partition=1.0
  SC: threads=4, gpu_blocks=8, partition=0.0
  SC: threads=4, gpu_blocks=8, partition=0.1
  SC: threads=4, gpu_blocks=8, partition=0.25
  SC: threads=4, gpu_blocks=8, partition=0.5
  SC: threads=4, gpu_blocks=8, partition=0.75
  SC: threads=4, gpu_blocks=8, partition=0.9
  SC: threads=4, gpu_blocks=8, partition=1.0
  SC: threads=4, gpu_blocks=16, partition=0.0
  SC: threads=4, gpu_blocks=16, partition=0.1
  SC: threads=4, gpu_blocks=16, partition=0.25
  SC: threads=4, gpu_blocks=16, partition=0.5
  SC: threads=4, gpu_blocks=16, partition=0.75
  SC: threads=4, gpu_blocks=16, partition=0.9
  SC: threads=4, gpu_blocks=16, partition=1.0
  SC: threads=4, gpu_blocks=32, partition=0.0
  SC: threads=4, gpu_blocks=32, partition=0.1
  SC: threads=4, gpu_blocks=32, partition=0.25
  SC: threads=4, gpu_blocks=32, partition=0.5
  SC: threads=4, gpu_blocks=32, partition=0.75
  SC: threads=4, gpu_blocks=32, partition=0.9
  SC: threads=4, gpu_blocks=32, partition=1.0
  SC: threads=4, gpu_blocks=64, partition=0.0
  SC: threads=4, gpu_blocks=64, partition=0.1
  SC: threads=4, gpu_blocks=64, partition=0.25
  SC: threads=4, gpu_blocks=64, partition=0.5
  SC: threads=4, gpu_blocks=64, partition=0.75
  SC: threads=4, gpu_blocks=64, partition=0.9
  SC: threads=4, gpu_blocks=64, partition=1.0
  SC: threads=16, gpu_blocks=8, partition=0.0
  SC: threads=16, gpu_blocks=8, partition=0.1
  SC: threads=16, gpu_blocks=8, partition=0.25
  SC: threads=16, gpu_blocks=8, partition=0.5
  SC: threads=16, gpu_blocks=8, partition=0.75
  SC: threads=16, gpu_blocks=8, partition=0.9
  SC: threads=16, gpu_blocks=8, partition=1.0
  SC: threads=16, gpu_blocks=16, partition=0.0
  SC: threads=16, gpu_blocks=16, partition=0.1
  SC: threads=16, gpu_blocks=16, partition=0.25
  SC: threads=16, gpu_blocks=16, partition=0.5
  SC: threads=16, gpu_blocks=16, partition=0.75
  SC: threads=16, gpu_blocks=16, partition=0.9
  SC: threads=16, gpu_blocks=16, partition=1.0
  SC: threads=16, gpu_blocks=32, partition=0.0
  SC: threads=16, gpu_blocks=32, partition=0.1
  SC: threads=16, gpu_blocks=32, partition=0.25
  SC: threads=16, gpu_blocks=32, partition=0.5
  SC: threads=16, gpu_blocks=32, partition=0.75
  SC: threads=16, gpu_blocks=32, partition=0.9
  SC: threads=16, gpu_blocks=32, partition=1.0
  SC: threads=16, gpu_blocks=64, partition=0.0
  SC: threads=16, gpu_blocks=64, partition=0.1
  SC: threads=16, gpu_blocks=64, partition=0.25
  SC: threads=16, gpu_blocks=64, partition=0.5
  SC: threads=16, gpu_blocks=64, partition=0.75
  SC: threads=16, gpu_blocks=64, partition=0.9
  SC: threads=16, gpu_blocks=64, partition=1.0
  SC: threads=32, gpu_blocks=8, partition=0.0
  SC: threads=32, gpu_blocks=8, partition=0.1
  SC: threads=32, gpu_blocks=8, partition=0.25
  SC: threads=32, gpu_blocks=8, partition=0.5
  SC: threads=32, gpu_blocks=8, partition=0.75
  SC: threads=32, gpu_blocks=8, partition=0.9
  SC: threads=32, gpu_blocks=8, partition=1.0
  SC: threads=32, gpu_blocks=16, partition=0.0
  SC: threads=32, gpu_blocks=16, partition=0.1
  SC: threads=32, gpu_blocks=16, partition=0.25
  SC: threads=32, gpu_blocks=16, partition=0.5
  SC: threads=32, gpu_blocks=16, partition=0.75
  SC: threads=32, gpu_blocks=16, partition=0.9
  SC: threads=32, gpu_blocks=16, partition=1.0
  SC: threads=32, gpu_blocks=32, partition=0.0
  SC: threads=32, gpu_blocks=32, partition=0.1
  SC: threads=32, gpu_blocks=32, partition=0.25
  SC: threads=32, gpu_blocks=32, partition=0.5
  SC: threads=32, gpu_blocks=32, partition=0.75
  SC: threads=32, gpu_blocks=32, partition=0.9
  SC: threads=32, gpu_blocks=32, partition=1.0
  SC: threads=32, gpu_blocks=64, partition=0.0
  SC: threads=32, gpu_blocks=64, partition=0.1
  SC: threads=32, gpu_blocks=64, partition=0.25
  SC: threads=32, gpu_blocks=64, partition=0.5
  SC: threads=32, gpu_blocks=64, partition=0.75
  SC: threads=32, gpu_blocks=64, partition=0.9
  SC: threads=32, gpu_blocks=64, partition=1.0
  SC: threads=64, gpu_blocks=8, partition=0.0
  SC: threads=64, gpu_blocks=8, partition=0.1
  SC: threads=64, gpu_blocks=8, partition=0.25
  SC: threads=64, gpu_blocks=8, partition=0.5
  SC: threads=64, gpu_blocks=8, partition=0.75
  SC: threads=64, gpu_blocks=8, partition=0.9
  SC: threads=64, gpu_blocks=8, partition=1.0
  SC: threads=64, gpu_blocks=16, partition=0.0
  SC: threads=64, gpu_blocks=16, partition=0.1
  SC: threads=64, gpu_blocks=16, partition=0.25
  SC: threads=64, gpu_blocks=16, partition=0.5
  SC: threads=64, gpu_blocks=16, partition=0.75
  SC: threads=64, gpu_blocks=16, partition=0.9
  SC: threads=64, gpu_blocks=16, partition=1.0
  SC: threads=64, gpu_blocks=32, partition=0.0
  SC: threads=64, gpu_blocks=32, partition=0.1
  SC: threads=64, gpu_blocks=32, partition=0.25
  SC: threads=64, gpu_blocks=32, partition=0.5
  SC: threads=64, gpu_blocks=32, partition=0.75
  SC: threads=64, gpu_blocks=32, partition=0.9
  SC: threads=64, gpu_blocks=32, partition=1.0
  SC: threads=64, gpu_blocks=64, partition=0.0
  SC: threads=64, gpu_blocks=64, partition=0.1
  SC: threads=64, gpu_blocks=64, partition=0.25
  SC: threads=64, gpu_blocks=64, partition=0.5
  SC: threads=64, gpu_blocks=64, partition=0.75
  SC: threads=64, gpu_blocks=64, partition=0.9
  SC: threads=64, gpu_blocks=64, partition=1.0
  Results saved to results_192-222-50-185_20260122_145918/SC_results.csv
=== Running CEDD (partition sweep, no GPU blocks) ===
  CEDD: threads=1, partition=0.0
  CEDD: threads=1, partition=0.1
  CEDD: threads=1, partition=0.25
  CEDD: threads=1, partition=0.5
  CEDD: threads=1, partition=0.75
  CEDD: threads=1, partition=0.9
  CEDD: threads=1, partition=1.0
  CEDD: threads=4, partition=0.0
  CEDD: threads=4, partition=0.1
  CEDD: threads=4, partition=0.25
  CEDD: threads=4, partition=0.5
  CEDD: threads=4, partition=0.75
  CEDD: threads=4, partition=0.9
  CEDD: threads=4, partition=1.0
  CEDD: threads=16, partition=0.0
  CEDD: threads=16, partition=0.1
  CEDD: threads=16, partition=0.25
  CEDD: threads=16, partition=0.5
  CEDD: threads=16, partition=0.75
  CEDD: threads=16, partition=0.9
  CEDD: threads=16, partition=1.0
  CEDD: threads=32, partition=0.0
  CEDD: threads=32, partition=0.1
  CEDD: threads=32, partition=0.25
  CEDD: threads=32, partition=0.5
  CEDD: threads=32, partition=0.75
  CEDD: threads=32, partition=0.9
  CEDD: threads=32, partition=1.0
  CEDD: threads=64, partition=0.0
  CEDD: threads=64, partition=0.1
  CEDD: threads=64, partition=0.25
  CEDD: threads=64, partition=0.5
  CEDD: threads=64, partition=0.75
  CEDD: threads=64, partition=0.9
  CEDD: threads=64, partition=1.0
  Results saved to results_192-222-50-185_20260122_145918/CEDD_results.csv
=== Running BFS (threads + GPU blocks sweep) ===
  BFS: threads=1, gpu_blocks=8
  BFS: threads=1, gpu_blocks=16
  BFS: threads=1, gpu_blocks=32
  BFS: threads=1, gpu_blocks=64
  BFS: threads=4, gpu_blocks=8
  BFS: threads=4, gpu_blocks=16
  BFS: threads=4, gpu_blocks=32
  BFS: threads=4, gpu_blocks=64
  BFS: threads=16, gpu_blocks=8
  BFS: threads=16, gpu_blocks=16
  BFS: threads=16, gpu_blocks=32
  BFS: threads=16, gpu_blocks=64
  BFS: threads=32, gpu_blocks=8
  BFS: threads=32, gpu_blocks=16
  BFS: threads=32, gpu_blocks=32
  BFS: threads=32, gpu_blocks=64
  BFS: threads=64, gpu_blocks=8
  BFS: threads=64, gpu_blocks=16
  BFS: threads=64, gpu_blocks=32
  BFS: threads=64, gpu_blocks=64
  Results saved to results_192-222-50-185_20260122_145918/BFS_results.csv
=== Running SSSP (threads + GPU blocks sweep) ===
  SSSP: threads=1, gpu_blocks=8
  SSSP: threads=1, gpu_blocks=16
  SSSP: threads=1, gpu_blocks=32
  SSSP: threads=1, gpu_blocks=64
  SSSP: threads=4, gpu_blocks=8
  SSSP: threads=4, gpu_blocks=16
  SSSP: threads=4, gpu_blocks=32
  SSSP: threads=4, gpu_blocks=64
  SSSP: threads=16, gpu_blocks=8
  SSSP: threads=16, gpu_blocks=16
  SSSP: threads=16, gpu_blocks=32
  SSSP: threads=16, gpu_blocks=64
  SSSP: threads=32, gpu_blocks=8
  SSSP: threads=32, gpu_blocks=16
  SSSP: threads=32, gpu_blocks=32
  SSSP: threads=32, gpu_blocks=64
  SSSP: threads=64, gpu_blocks=8
  SSSP: threads=64, gpu_blocks=16
  SSSP: threads=64, gpu_blocks=32
  SSSP: threads=64, gpu_blocks=64
  Results saved to results_192-222-50-185_20260122_145918/SSSP_results.csv
=== Running RSCT (threads + GPU blocks sweep) ===
  RSCT: threads=1, gpu_blocks=8
  RSCT: threads=1, gpu_blocks=16
  RSCT: threads=1, gpu_blocks=32
  RSCT: threads=1, gpu_blocks=64
  RSCT: threads=4, gpu_blocks=8
  RSCT: threads=4, gpu_blocks=16
  RSCT: threads=4, gpu_blocks=32
  RSCT: threads=4, gpu_blocks=64
  RSCT: threads=16, gpu_blocks=8
  RSCT: threads=16, gpu_blocks=16
  RSCT: threads=16, gpu_blocks=32
  RSCT: threads=16, gpu_blocks=64
  RSCT: threads=32, gpu_blocks=8
  RSCT: threads=32, gpu_blocks=16
  RSCT: threads=32, gpu_blocks=32
  RSCT: threads=32, gpu_blocks=64
  RSCT: threads=64, gpu_blocks=8
  RSCT: threads=64, gpu_blocks=16
  RSCT: threads=64, gpu_blocks=32
  RSCT: threads=64, gpu_blocks=64
  Results saved to results_192-222-50-185_20260122_145918/RSCT_results.csv
=== Running TQ (threads + GPU blocks sweep) ===
  TQ: threads=1, gpu_blocks=8
  TQ: threads=1, gpu_blocks=16
  TQ: threads=1, gpu_blocks=32
  TQ: threads=1, gpu_blocks=64
  TQ: threads=4, gpu_blocks=8
  TQ: threads=4, gpu_blocks=16
  TQ: threads=4, gpu_blocks=32
  TQ: threads=4, gpu_blocks=64
  TQ: threads=16, gpu_blocks=8
  TQ: threads=16, gpu_blocks=16
  TQ: threads=16, gpu_blocks=32
  TQ: threads=16, gpu_blocks=64
  TQ: threads=32, gpu_blocks=8
  TQ: threads=32, gpu_blocks=16
  TQ: threads=32, gpu_blocks=32
  TQ: threads=32, gpu_blocks=64
  TQ: threads=64, gpu_blocks=8
  TQ: threads=64, gpu_blocks=16
  TQ: threads=64, gpu_blocks=32
  TQ: threads=64, gpu_blocks=64
  Results saved to results_192-222-50-185_20260122_145918/TQ_results.csv
=== Running TQH (threads + GPU blocks sweep) ===
  TQH: threads=1, gpu_blocks=8
  TQH: threads=1, gpu_blocks=16
  TQH: threads=1, gpu_blocks=32
  TQH: threads=1, gpu_blocks=64
  TQH: threads=4, gpu_blocks=8
  TQH: threads=4, gpu_blocks=16
  TQH: threads=4, gpu_blocks=32
  TQH: threads=4, gpu_blocks=64
  TQH: threads=16, gpu_blocks=8
  TQH: threads=16, gpu_blocks=16
  TQH: threads=16, gpu_blocks=32
  TQH: threads=16, gpu_blocks=64
  TQH: threads=32, gpu_blocks=8
  TQH: threads=32, gpu_blocks=16
  TQH: threads=32, gpu_blocks=32
  TQH: threads=32, gpu_blocks=64
  TQH: threads=64, gpu_blocks=8
  TQH: threads=64, gpu_blocks=16
  TQH: threads=64, gpu_blocks=32
  TQH: threads=64, gpu_blocks=64
  Results saved to results_192-222-50-185_20260122_145918/TQH_results.csv
=== Running TRNS (threads + GPU blocks sweep) ===
  TRNS: threads=1, gpu_blocks=8
  TRNS: threads=1, gpu_blocks=16
  TRNS: threads=1, gpu_blocks=32
  TRNS: threads=1, gpu_blocks=64
  TRNS: threads=4, gpu_blocks=8
  TRNS: threads=4, gpu_blocks=16
  TRNS: threads=4, gpu_blocks=32
  TRNS: threads=4, gpu_blocks=64
  TRNS: threads=16, gpu_blocks=8
  TRNS: threads=16, gpu_blocks=16
  TRNS: threads=16, gpu_blocks=32
  TRNS: threads=16, gpu_blocks=64
  TRNS: threads=32, gpu_blocks=8
  TRNS: threads=32, gpu_blocks=16
  TRNS: threads=32, gpu_blocks=32
  TRNS: threads=32, gpu_blocks=64
  TRNS: threads=64, gpu_blocks=8
  TRNS: threads=64, gpu_blocks=16
  TRNS: threads=64, gpu_blocks=32
  TRNS: threads=64, gpu_blocks=64
  Results saved to results_192-222-50-185_20260122_145918/TRNS_results.csv
=== Running CEDT (threads only, no GPU blocks) ===
  CEDT: threads=1
  CEDT: threads=4
  CEDT: threads=16
  CEDT: threads=32
  CEDT: threads=64
  Results saved to results_192-222-50-185_20260122_145918/CEDT_results.csv

=== Complete ===
Results directory: results_192-222-50-185_20260122_145918

CSV files generated:
-rw-rw-r-- 1 ubuntu ubuntu 1216 Jan 22 15:11 results_192-222-50-185_20260122_145918/BFS_results.csv
-rw-rw-r-- 1 ubuntu ubuntu 6934 Jan 22 15:00 results_192-222-50-185_20260122_145918/BS_results.csv
-rw-rw-r-- 1 ubuntu ubuntu 2485 Jan 22 15:06 results_192-222-50-185_20260122_145918/CEDD_results.csv
-rw-rw-r-- 1 ubuntu ubuntu  461 Jan 22 15:35 results_192-222-50-185_20260122_145918/CEDT_results.csv
-rw-rw-r-- 1 ubuntu ubuntu 7326 Jan 22 15:01 results_192-222-50-185_20260122_145918/HSTI_results.csv
-rw-rw-r-- 1 ubuntu ubuntu 7086 Jan 22 15:02 results_192-222-50-185_20260122_145918/HSTO_results.csv
-rw-rw-r-- 1 ubuntu ubuntu 7186 Jan 22 15:03 results_192-222-50-185_20260122_145918/PAD_results.csv
-rw-rw-r-- 1 ubuntu ubuntu 7254 Jan 22 15:05 results_192-222-50-185_20260122_145918/RSCD_results.csv
-rw-rw-r-- 1 ubuntu ubuntu 1184 Jan 22 15:19 results_192-222-50-185_20260122_145918/RSCT_results.csv
